Jahr;BFS_Nummer;Gemeinde;Indikator;Wert
2021;2881;Arboldswil;Ressourcenausgleich_Empfängergemeinden_CHF;62650.0
2021;2881;Arboldswil;Lastenabgeltung_Bildung_Schülerzahl_CHF;27823.0
2021;2881;Arboldswil;Lastenabgeltung_Bildung_Weite_CHF;51199.0
2021;2881;Arboldswil;Lastenabgeltung_Sozialhilfe_CHF;0.0
2021;2881;Arboldswil;Lastenabgeltung_Nicht-Siedlungsfläche_CHF;30500.0
2021;2881;Arboldswil;Lastenabgeltung_Total_CHF;109522.0
2021;2881;Arboldswil;Finanzierung_Ausgleichsfonds_CHF;0.0
2021;2881;Arboldswil;Solidaritätsbeitrag_Auszahlung_CHF;0.0
2021;2881;Arboldswil;Solidaritätsbeitrag_Finanzierung_CHF;5740.0
2021;2881;Arboldswil;Kompensation_vergangene_Aufgabenverschiebung_CHF;14876.0
2021;2881;Arboldswil;Kompensationsleistung_Sechste_Primar_CHF;94747.0
2021;2881;Arboldswil;Kompensationsleistung_Ergänzungsleistungen_CHF;42358.0
2021;2881;Arboldswil;Gemeindeanteil_Ergänzungsleistungen_CHF;87020.0
2021;2881;Arboldswil;Gemeindeanteil_Spitalbeschulung_CHF;320.0
2021;2881;Arboldswil;Gemeindeanteil_Schulleiterkonferenz_CHF;92.0
2021;2881;Arboldswil;Gemeindeanteil_E-Umzug_CHF;125.0
2021;2881;Arboldswil;Nettobelastung_CHF;0.0
2021;2881;Arboldswil;Nettogutschrift_CHF;201104.0
2021;2881;Arboldswil;Mittlere_Wohnbevölkerung_Vorjahr;574.0
2021;2881;Arboldswil;Steuerertrag_Natürliche_Personen_Vorjahr_CHF;1519508.1
2021;2881;Arboldswil;Steuerertrag_Juristische_Personen_Ertrag_Vorjahr_CHF;9709.05
2021;2881;Arboldswil;Steuerertrag_Juristische_Personen_Kapital_Vorjahr_CHF;2091.95
2021;2881;Arboldswil;Steuerkraft_Total_CHF;1395452.65592667
2021;2881;Arboldswil;Steuerkraft_pro_Einwohner_CHF;2431.10218802555
2021;2881;Arboldswil;Ressourcenausgleich_Empfängergemeinden_vor_Kürzung_CHF;125647.0
2021;2881;Arboldswil;Kürzung_infolge_maximaler_Abschöpfungssatz_CHF;62997.0
2021;2882;Bennwil;Ressourcenausgleich_Gebergemeinden_CHF;0.0
2021;2882;Bennwil;Ressourcenausgleich_Empfängergemeinden_CHF;511235.0
2021;2882;Bennwil;Lastenabgeltung_Bildung_Schülerzahl_CHF;63275.0
2021;2882;Bennwil;Lastenabgeltung_Bildung_Weite_CHF;71773.0
2021;2882;Bennwil;Lastenabgeltung_Sozialhilfe_CHF;0.0
2021;2882;Bennwil;Lastenabgeltung_Nicht-Siedlungsfläche_CHF;65611.0
2021;2882;Bennwil;Lastenabgeltung_Total_CHF;200659.0
2021;2882;Bennwil;Finanzierung_Ausgleichsfonds_CHF;0.0
2021;2882;Bennwil;Solidaritätsbeitrag_Auszahlung_CHF;0.0
2021;2882;Bennwil;Solidaritätsbeitrag_Finanzierung_CHF;6820.0
2021;2882;Bennwil;Kompensation_vergangene_Aufgabenverschiebung_CHF;17675.0
2021;2882;Bennwil;Kompensationsleistung_Sechste_Primar_CHF;113696.0
2021;2882;Bennwil;Kompensationsleistung_Ergänzungsleistungen_CHF;26263.0
2021;2882;Bennwil;Gemeindeanteil_Ergänzungsleistungen_CHF;103393.0
2021;2882;Bennwil;Gemeindeanteil_Spitalbeschulung_CHF;380.0
2021;2882;Bennwil;Gemeindeanteil_Schulleiterkonferenz_CHF;109.0
2021;2882;Bennwil;Gemeindeanteil_E-Umzug_CHF;148.0
2021;2882;Bennwil;Nettobelastung_CHF;0.0
2021;2882;Bennwil;Nettogutschrift_CHF;723328.0
2021;2882;Bennwil;Mittlere_Wohnbevölkerung_Vorjahr;682.0
2021;2882;Bennwil;Steuerertrag_Natürliche_Personen_Vorjahr_CHF;1265929.75
2021;2882;Bennwil;Steuerertrag_Juristische_Personen_Ertrag_Vorjahr_CHF;104740.2
2021;2882;Bennwil;Steuerertrag_Juristische_Personen_Kapital_Vorjahr_CHF;17073.5
2021;2882;Bennwil;Steuerkraft_Total_CHF;1221215.40185625
2021;2882;Bennwil;Steuerkraft_pro_Einwohner_CHF;1790.63841914406
2021;2882;Bennwil;Ressourcenausgleich_Empfängergemeinden_vor_Kürzung_CHF;586085.0
2021;2882;Bennwil;Kürzung_infolge_maximaler_Abschöpfungssatz_CHF;74850.0
2021;2883;Bretzwil;Ressourcenausgleich_Gebergemeinden_CHF;0.0
2021;2883;Bretzwil;Ressourcenausgleich_Empfängergemeinden_CHF;932598.0
2021;2883;Bretzwil;Lastenabgeltung_Bildung_Schülerzahl_CHF;0.0
2021;2883;Bretzwil;Lastenabgeltung_Bildung_Weite_CHF;80304.0
2021;2883;Bretzwil;Lastenabgeltung_Sozialhilfe_CHF;0.0
2021;2883;Bretzwil;Lastenabgeltung_Nicht-Siedlungsfläche_CHF;77603.0
2021;2883;Bretzwil;Lastenabgeltung_Total_CHF;157907.0
2021;2883;Bretzwil;Finanzierung_Ausgleichsfonds_CHF;0.0
2021;2883;Bretzwil;Solidaritätsbeitrag_Auszahlung_CHF;0.0
2021;2883;Bretzwil;Solidaritätsbeitrag_Finanzierung_CHF;7500.0
2021;2883;Bretzwil;Kompensation_vergangene_Aufgabenverschiebung_CHF;19437.0
2021;2883;Bretzwil;Kompensationsleistung_Sechste_Primar_CHF;96852.0
2021;2883;Bretzwil;Kompensationsleistung_Ergänzungsleistungen_CHF;60918.0
2021;2883;Bretzwil;Gemeindeanteil_Ergänzungsleistungen_CHF;113701.0
2021;2883;Bretzwil;Gemeindeanteil_Spitalbeschulung_CHF;418.0
2021;2883;Bretzwil;Gemeindeanteil_Schulleiterkonferenz_CHF;120.0
2021;2883;Bretzwil;Gemeindeanteil_E-Umzug_CHF;163.0
2021;2883;Bretzwil;Nettobelastung_CHF;0.0
2021;2883;Bretzwil;Nettogutschrift_CHF;1106936.0
2021;2883;Bretzwil;Mittlere_Wohnbevölkerung_Vorjahr;750.0
2021;2883;Bretzwil;Steuerertrag_Natürliche_Personen_Vorjahr_CHF;1032150.95
2021;2883;Bretzwil;Steuerertrag_Juristische_Personen_Ertrag_Vorjahr_CHF;1054.8
2021;2883;Bretzwil;Steuerertrag_Juristische_Personen_Kapital_Vorjahr_CHF;1905.75
2021;2883;Bretzwil;Steuerkraft_Total_CHF;972588.99347931
2021;2883;Bretzwil;Steuerkraft_pro_Einwohner_CHF;1296.78532463908
2021;2883;Bretzwil;Ressourcenausgleich_Empfängergemeinden_vor_Kürzung_CHF;1014911.0
2021;2883;Bretzwil;Kürzung_infolge_maximaler_Abschöpfungssatz_CHF;82313.0
2021;2884;Diegten;Ressourcenausgleich_Gebergemeinden_CHF;0.0
2021;2884;Diegten;Ressourcenausgleich_Empfängergemeinden_CHF;1455691.0
2021;2884;Diegten;Lastenabgeltung_Bildung_Schülerzahl_CHF;148899.0
2021;2884;Diegten;Lastenabgeltung_Bildung_Weite_CHF;166275.0
2021;2884;Diegten;Lastenabgeltung_Sozialhilfe_CHF;0.0
2021;2884;Diegten;Lastenabgeltung_Nicht-Siedlungsfläche_CHF;53474.0
2021;2884;Diegten;Lastenabgeltung_Total_CHF;368648.0
2021;2884;Diegten;Finanzierung_Ausgleichsfonds_CHF;0.0
2021;2884;Diegten;Solidaritätsbeitrag_Auszahlung_CHF;0.0
2021;2884;Diegten;Solidaritätsbeitrag_Finanzierung_CHF;16200.0
2021;2884;Diegten;Kompensation_vergangene_Aufgabenverschiebung_CHF;41985.0
2021;2884;Diegten;Kompensationsleistung_Sechste_Primar_CHF;263186.0
2021;2884;Diegten;Kompensationsleistung_Ergänzungsleistungen_CHF;63503.0
2021;2884;Diegten;Gemeindeanteil_Ergänzungsleistungen_CHF;245595.0
2021;2884;Diegten;Gemeindeanteil_Spitalbeschulung_CHF;902.0
2021;2884;Diegten;Gemeindeanteil_Schulleiterkonferenz_CHF;260.0
2021;2884;Diegten;Gemeindeanteil_E-Umzug_CHF;352.0
2021;2884;Diegten;Nettobelastung_CHF;0.0
2021;2884;Diegten;Nettogutschrift_CHF;1845734.0
2021;2884;Diegten;Mittlere_Wohnbevölkerung_Vorjahr;1620.0
2021;2884;Diegten;Steuerertrag_Natürliche_Personen_Vorjahr_CHF;2653618.83
2021;2884;Diegten;Steuerertrag_Juristische_Personen_Ertrag_Vorjahr_CHF;38978.85
2021;2884;Diegten;Steuerertrag_Juristische_Personen_Kapital_Vorjahr_CHF;25394.15
2021;2884;Diegten;Steuerkraft_Total_CHF;2659513.43147107
2021;2884;Diegten;Steuerkraft_pro_Einwohner_CHF;1641.67495769819
2021;2884;Diegten;Ressourcenausgleich_Empfängergemeinden_vor_Kürzung_CHF;1633487.0
2021;2884;Diegten;Kürzung_infolge_maximaler_Abschöpfungssatz_CHF;177796.0
2021;2885;Eptingen;Ressourcenausgleich_Gebergemeinden_CHF;0.0
2021;2885;Eptingen;Ressourcenausgleich_Empfängergemeinden_CHF;532739.0
2021;2885;Eptingen;Lastenabgeltung_Bildung_Schülerzahl_CHF;16453.0
2021;2885;Eptingen;Lastenabgeltung_Bildung_Weite_CHF;202718.0
2021;2885;Eptingen;Lastenabgeltung_Sozialhilfe_CHF;0.0
2021;2885;Eptingen;Lastenabgeltung_Nicht-Siedlungsfläche_CHF;117937.0
2021;2885;Eptingen;Lastenabgeltung_Total_CHF;337108.0
2021;2885;Eptingen;Finanzierung_Ausgleichsfonds_CHF;0.0
2021;2885;Eptingen;Solidaritätsbeitrag_Auszahlung_CHF;0.0
2021;2885;Eptingen;Solidaritätsbeitrag_Finanzierung_CHF;5360.0
2021;2885;Eptingen;Kompensation_vergangene_Aufgabenverschiebung_CHF;13891.0
2021;2885;Eptingen;Kompensationsleistung_Sechste_Primar_CHF;80008.0
2021;2885;Eptingen;Kompensationsleistung_Ergänzungsleistungen_CHF;34342.0
2021;2885;Eptingen;Gemeindeanteil_Ergänzungsleistungen_CHF;81259.0
2021;2885;Eptingen;Gemeindeanteil_Spitalbeschulung_CHF;298.0
2021;2885;Eptingen;Gemeindeanteil_Schulleiterkonferenz_CHF;86.0
2021;2885;Eptingen;Gemeindeanteil_E-Umzug_CHF;116.0
2021;2885;Eptingen;Nettobelastung_CHF;0.0
2021;2885;Eptingen;Nettogutschrift_CHF;883187.0
2021;2885;Eptingen;Mittlere_Wohnbevölkerung_Vorjahr;536.0
2021;2885;Eptingen;Steuerertrag_Natürliche_Personen_Vorjahr_CHF;829361.13
2021;2885;Eptingen;Steuerertrag_Juristische_Personen_Ertrag_Vorjahr_CHF;93183.6
2021;2885;Eptingen;Steuerertrag_Juristische_Personen_Kapital_Vorjahr_CHF;34042.1
2021;2885;Eptingen;Steuerkraft_Total_CHF;828835.209498667
2021;2885;Eptingen;Steuerkraft_pro_Einwohner_CHF;1546.3343460796
2021;2885;Eptingen;Ressourcenausgleich_Empfängergemeinden_vor_Kürzung_CHF;591565.0
2021;2885;Eptingen;Kürzung_infolge_maximaler_Abschöpfungssatz_CHF;58826.0
2021;2886;Hölstein;Ressourcenausgleich_Gebergemeinden_CHF;0.0
2021;2886;Hölstein;Ressourcenausgleich_Empfängergemeinden_CHF;1386553.0
2021;2886;Hölstein;Lastenabgeltung_Bildung_Schülerzahl_CHF;247384.0
2021;2886;Hölstein;Lastenabgeltung_Bildung_Weite_CHF;23078.0
2021;2886;Hölstein;Lastenabgeltung_Sozialhilfe_CHF;0.0
2021;2886;Hölstein;Lastenabgeltung_Nicht-Siedlungsfläche_CHF;14256.0
2021;2886;Hölstein;Lastenabgeltung_Total_CHF;284718.0
2021;2886;Hölstein;Finanzierung_Ausgleichsfonds_CHF;0.0
2021;2886;Hölstein;Solidaritätsbeitrag_Auszahlung_CHF;0.0
2021;2886;Hölstein;Solidaritätsbeitrag_Finanzierung_CHF;25790.0
2021;2886;Hölstein;Kompensation_vergangene_Aufgabenverschiebung_CHF;66839.0
2021;2886;Hölstein;Kompensationsleistung_Sechste_Primar_CHF;334772.0
2021;2886;Hölstein;Kompensationsleistung_Ergänzungsleistungen_CHF;110372.0
2021;2886;Hölstein;Gemeindeanteil_Ergänzungsleistungen_CHF;390981.0
2021;2886;Hölstein;Gemeindeanteil_Spitalbeschulung_CHF;1436.0
2021;2886;Hölstein;Gemeindeanteil_Schulleiterkonferenz_CHF;413.0
2021;2886;Hölstein;Gemeindeanteil_E-Umzug_CHF;560.0
2021;2886;Hölstein;Nettobelastung_CHF;0.0
2021;2886;Hölstein;Nettogutschrift_CHF;1630396.0
2021;2886;Hölstein;Mittlere_Wohnbevölkerung_Vorjahr;2579.0
2021;2886;Hölstein;Steuerertrag_Natürliche_Personen_Vorjahr_CHF;5063165.2
2021;2886;Hölstein;Steuerertrag_Juristische_Personen_Ertrag_Vorjahr_CHF;487398.85
2021;2886;Hölstein;Steuerertrag_Juristische_Personen_Kapital_Vorjahr_CHF;199160.4
2021;2886;Hölstein;Steuerkraft_Total_CHF;5164750.08030456
2021;2886;Hölstein;Steuerkraft_pro_Einwohner_CHF;2002.61732466249
2021;2886;Hölstein;Ressourcenausgleich_Empfängergemeinden_vor_Kürzung_CHF;1669600.0
2021;2886;Hölstein;Kürzung_infolge_maximaler_Abschöpfungssatz_CHF;283047.0
2021;2887;Lampenberg;Ressourcenausgleich_Gebergemeinden_CHF;0.0
2021;2887;Lampenberg;Ressourcenausgleich_Empfängergemeinden_CHF;124941.0
2021;2887;Lampenberg;Lastenabgeltung_Bildung_Schülerzahl_CHF;0.0
2021;2887;Lampenberg;Lastenabgeltung_Bildung_Weite_CHF;45400.0
2021;2887;Lampenberg;Lastenabgeltung_Sozialhilfe_CHF;0.0
2021;2887;Lampenberg;Lastenabgeltung_Nicht-Siedlungsfläche_CHF;34456.0
2021;2887;Lampenberg;Lastenabgeltung_Total_CHF;79856.0
2021;2887;Lampenberg;Finanzierung_Ausgleichsfonds_CHF;0.0
2021;2887;Lampenberg;Solidaritätsbeitrag_Auszahlung_CHF;0.0
2021;2887;Lampenberg;Solidaritätsbeitrag_Finanzierung_CHF;5190.0
2021;2887;Lampenberg;Kompensation_vergangene_Aufgabenverschiebung_CHF;13451.0
2021;2887;Lampenberg;Kompensationsleistung_Sechste_Primar_CHF;56848.0
2021;2887;Lampenberg;Kompensationsleistung_Ergänzungsleistungen_CHF;23890.0
2021;2887;Lampenberg;Gemeindeanteil_Ergänzungsleistungen_CHF;78681.0
2021;2887;Lampenberg;Gemeindeanteil_Spitalbeschulung_CHF;289.0
2021;2887;Lampenberg;Gemeindeanteil_Schulleiterkonferenz_CHF;83.0
2021;2887;Lampenberg;Gemeindeanteil_E-Umzug_CHF;113.0
2021;2887;Lampenberg;Nettobelastung_CHF;0.0
2021;2887;Lampenberg;Nettogutschrift_CHF;187728.0
2021;2887;Lampenberg;Mittlere_Wohnbevölkerung_Vorjahr;519.0
2021;2887;Lampenberg;Steuerertrag_Natürliche_Personen_Vorjahr_CHF;1344660.1
2021;2887;Lampenberg;Steuerertrag_Juristische_Personen_Ertrag_Vorjahr_CHF;1923.7
2021;2887;Lampenberg;Steuerertrag_Juristische_Personen_Kapital_Vorjahr_CHF;5900.0
2021;2887;Lampenberg;Steuerkraft_Total_CHF;1193447.81213656
2021;2887;Lampenberg;Steuerkraft_pro_Einwohner_CHF;2299.51408889511
2021;2887;Lampenberg;Ressourcenausgleich_Empfängergemeinden_vor_Kürzung_CHF;181902.0
2021;2887;Lampenberg;Kürzung_infolge_maximaler_Abschöpfungssatz_CHF;56961.0
2021;2888;Langenbruck;Ressourcenausgleich_Gebergemeinden_CHF;0.0
2021;2888;Langenbruck;Ressourcenausgleich_Empfängergemeinden_CHF;887973.0
2021;2888;Langenbruck;Lastenabgeltung_Bildung_Schülerzahl_CHF;0.0
2021;2888;Langenbruck;Lastenabgeltung_Bildung_Weite_CHF;226696.0
2021;2888;Langenbruck;Lastenabgeltung_Sozialhilfe_CHF;0.0
2021;2888;Langenbruck;Lastenabgeltung_Nicht-Siedlungsfläche_CHF;166887.0
2021;2888;Langenbruck;Lastenabgeltung_Total_CHF;393583.0
2021;2888;Langenbruck;Finanzierung_Ausgleichsfonds_CHF;0.0
2021;2888;Langenbruck;Solidaritätsbeitrag_Auszahlung_CHF;0.0
2021;2888;Langenbruck;Solidaritätsbeitrag_Finanzierung_CHF;9610.0
2021;2888;Langenbruck;Kompensation_vergangene_Aufgabenverschiebung_CHF;24906.0
2021;2888;Langenbruck;Kompensationsleistung_Sechste_Primar_CHF;101063.0
2021;2888;Langenbruck;Kompensationsleistung_Ergänzungsleistungen_CHF;43740.0
2021;2888;Langenbruck;Gemeindeanteil_Ergänzungsleistungen_CHF;145690.0
2021;2888;Langenbruck;Gemeindeanteil_Spitalbeschulung_CHF;535.0
2021;2888;Langenbruck;Gemeindeanteil_Schulleiterkonferenz_CHF;154.0
2021;2888;Langenbruck;Gemeindeanteil_E-Umzug_CHF;209.0
2021;2888;Langenbruck;Nettobelastung_CHF;0.0
2021;2888;Langenbruck;Nettogutschrift_CHF;1245255.0
2021;2888;Langenbruck;Mittlere_Wohnbevölkerung_Vorjahr;961.0
2021;2888;Langenbruck;Steuerertrag_Natürliche_Personen_Vorjahr_CHF;1485444.9
2021;2888;Langenbruck;Steuerertrag_Juristische_Personen_Ertrag_Vorjahr_CHF;21621.95
2021;2888;Langenbruck;Steuerertrag_Juristische_Personen_Kapital_Vorjahr_CHF;28094.85
2021;2888;Langenbruck;Steuerkraft_Total_CHF;1553207.09216667
2021;2888;Langenbruck;Steuerkraft_pro_Einwohner_CHF;1616.24047051682
2021;2888;Langenbruck;Ressourcenausgleich_Empfängergemeinden_vor_Kürzung_CHF;993443.0
2021;2888;Langenbruck;Kürzung_infolge_maximaler_Abschöpfungssatz_CHF;105470.0
2021;2889;Lauwil;Ressourcenausgleich_Gebergemeinden_CHF;0.0
2021;2889;Lauwil;Ressourcenausgleich_Empfängergemeinden_CHF;335091.0
2021;2889;Lauwil;Lastenabgeltung_Bildung_Schülerzahl_CHF;0.0
2021;2889;Lauwil;Lastenabgeltung_Bildung_Weite_CHF;69056.0
2021;2889;Lauwil;Lastenabgeltung_Sozialhilfe_CHF;0.0
2021;2889;Lauwil;Lastenabgeltung_Nicht-Siedlungsfläche_CHF;93705.0
2021;2889;Lauwil;Lastenabgeltung_Total_CHF;162761.0
2021;2889;Lauwil;Finanzierung_Ausgleichsfonds_CHF;0.0
2021;2889;Lauwil;Solidaritätsbeitrag_Auszahlung_CHF;0.0
2021;2889;Lauwil;Solidaritätsbeitrag_Finanzierung_CHF;3130.0
2021;2889;Lauwil;Kompensation_vergangene_Aufgabenverschiebung_CHF;8112.0
2021;2889;Lauwil;Kompensationsleistung_Sechste_Primar_CHF;44215.0
2021;2889;Lauwil;Kompensationsleistung_Ergänzungsleistungen_CHF;19779.0
2021;2889;Lauwil;Gemeindeanteil_Ergänzungsleistungen_CHF;47451.0
2021;2889;Lauwil;Gemeindeanteil_Spitalbeschulung_CHF;174.0
2021;2889;Lauwil;Gemeindeanteil_Schulleiterkonferenz_CHF;50.0
2021;2889;Lauwil;Gemeindeanteil_E-Umzug_CHF;68.0
2021;2889;Lauwil;Nettobelastung_CHF;0.0
2021;2889;Lauwil;Nettogutschrift_CHF;502861.0
2021;2889;Lauwil;Mittlere_Wohnbevölkerung_Vorjahr;313.0
2021;2889;Lauwil;Steuerertrag_Natürliche_Personen_Vorjahr_CHF;496056.7
2021;2889;Lauwil;Steuerertrag_Juristische_Personen_Ertrag_Vorjahr_CHF;5754.65
2021;2889;Lauwil;Steuerertrag_Juristische_Personen_Kapital_Vorjahr_CHF;2415.75
2021;2889;Lauwil;Steuerkraft_Total_CHF;460007.126531111
2021;2889;Lauwil;Steuerkraft_pro_Einwohner_CHF;1469.67133077032
2021;2889;Lauwil;Ressourcenausgleich_Empfängergemeinden_vor_Kürzung_CHF;369443.0
2021;2889;Lauwil;Kürzung_infolge_maximaler_Abschöpfungssatz_CHF;34352.0
2021;2890;Liedertswil;Ressourcenausgleich_Gebergemeinden_CHF;0.0
2021;2890;Liedertswil;Ressourcenausgleich_Empfängergemeinden_CHF;110289.0
2021;2890;Liedertswil;Lastenabgeltung_Bildung_Schülerzahl_CHF;9167.0
2021;2890;Liedertswil;Lastenabgeltung_Bildung_Weite_CHF;20439.0
2021;2890;Liedertswil;Lastenabgeltung_Sozialhilfe_CHF;0.0
2021;2890;Liedertswil;Lastenabgeltung_Nicht-Siedlungsfläche_CHF;20128.0
2021;2890;Liedertswil;Lastenabgeltung_Total_CHF;49734.0
2021;2890;Liedertswil;Finanzierung_Ausgleichsfonds_CHF;0.0
2021;2890;Liedertswil;Solidaritätsbeitrag_Auszahlung_CHF;0.0
2021;2890;Liedertswil;Solidaritätsbeitrag_Finanzierung_CHF;1540.0
2021;2890;Liedertswil;Kompensation_vergangene_Aufgabenverschiebung_CHF;3991.0
2021;2890;Liedertswil;Kompensationsleistung_Sechste_Primar_CHF;25266.0
2021;2890;Liedertswil;Kompensationsleistung_Ergänzungsleistungen_CHF;13004.0
2021;2890;Liedertswil;Gemeindeanteil_Ergänzungsleistungen_CHF;23347.0
2021;2890;Liedertswil;Gemeindeanteil_Spitalbeschulung_CHF;86.0
2021;2890;Liedertswil;Gemeindeanteil_Schulleiterkonferenz_CHF;25.0
2021;2890;Liedertswil;Gemeindeanteil_E-Umzug_CHF;33.0
2021;2890;Liedertswil;Nettobelastung_CHF;0.0
2021;2890;Liedertswil;Nettogutschrift_CHF;169271.0
2021;2890;Liedertswil;Mittlere_Wohnbevölkerung_Vorjahr;154.0
2021;2890;Liedertswil;Steuerertrag_Natürliche_Personen_Vorjahr_CHF;273575.75
2021;2890;Liedertswil;Steuerertrag_Juristische_Personen_Ertrag_Vorjahr_CHF;352.5
2021;2890;Liedertswil;Steuerertrag_Juristische_Personen_Kapital_Vorjahr_CHF;8873.25
2021;2890;Liedertswil;Steuerkraft_Total_CHF;280909.382187879
2021;2890;Liedertswil;Steuerkraft_pro_Einwohner_CHF;1824.08689732389
2021;2890;Liedertswil;Ressourcenausgleich_Empfängergemeinden_vor_Kürzung_CHF;127191.0
2021;2890;Liedertswil;Kürzung_infolge_maximaler_Abschöpfungssatz_CHF;16902.0
2021;2891;Niederdorf;Ressourcenausgleich_Gebergemeinden_CHF;0.0
2021;2891;Niederdorf;Ressourcenausgleich_Empfängergemeinden_CHF;1011362.0
2021;2891;Niederdorf;Lastenabgeltung_Bildung_Schülerzahl_CHF;0.0
2021;2891;Niederdorf;Lastenabgeltung_Bildung_Weite_CHF;12630.0
2021;2891;Niederdorf;Lastenabgeltung_Sozialhilfe_CHF;95831.0
2021;2891;Niederdorf;Lastenabgeltung_Nicht-Siedlungsfläche_CHF;10511.0
2021;2891;Niederdorf;Lastenabgeltung_Total_CHF;118972.0
2021;2891;Niederdorf;Finanzierung_Ausgleichsfonds_CHF;0.0
2021;2891;Niederdorf;Solidaritätsbeitrag_Auszahlung_CHF;4298.0
2021;2891;Niederdorf;Solidaritätsbeitrag_Finanzierung_CHF;18450.0
2021;2891;Niederdorf;Kompensation_vergangene_Aufgabenverschiebung_CHF;47816.0
2021;2891;Niederdorf;Kompensationsleistung_Sechste_Primar_CHF;193705.0
2021;2891;Niederdorf;Kompensationsleistung_Ergänzungsleistungen_CHF;109699.0
2021;2891;Niederdorf;Gemeindeanteil_Ergänzungsleistungen_CHF;279706.0
2021;2891;Niederdorf;Gemeindeanteil_Spitalbeschulung_CHF;1027.0
2021;2891;Niederdorf;Gemeindeanteil_Schulleiterkonferenz_CHF;296.0
2021;2891;Niederdorf;Gemeindeanteil_E-Umzug_CHF;401.0
2021;2891;Niederdorf;Nettobelastung_CHF;0.0
2021;2891;Niederdorf;Nettogutschrift_CHF;1090340.0
2021;2891;Niederdorf;Mittlere_Wohnbevölkerung_Vorjahr;1845.0
2021;2891;Niederdorf;Steuerertrag_Natürliche_Personen_Vorjahr_CHF;3983644.28
2021;2891;Niederdorf;Steuerertrag_Juristische_Personen_Ertrag_Vorjahr_CHF;224953.38
2021;2891;Niederdorf;Steuerertrag_Juristische_Personen_Kapital_Vorjahr_CHF;39454.55
2021;2891;Niederdorf;Steuerkraft_Total_CHF;3675397.995005
2021;2891;Niederdorf;Steuerkraft_pro_Einwohner_CHF;1992.08563414905
2021;2891;Niederdorf;Ressourcenausgleich_Empfängergemeinden_vor_Kürzung_CHF;1213852.0
2021;2891;Niederdorf;Kürzung_infolge_maximaler_Abschöpfungssatz_CHF;202490.0
2021;2892;Oberdorf;Ressourcenausgleich_Gebergemeinden_CHF;0.0
2021;2892;Oberdorf;Ressourcenausgleich_Empfängergemeinden_CHF;2090208.0
2021;2892;Oberdorf;Lastenabgeltung_Bildung_Schülerzahl_CHF;160323.0
2021;2892;Oberdorf;Lastenabgeltung_Bildung_Weite_CHF;27252.0
2021;2892;Oberdorf;Lastenabgeltung_Sozialhilfe_CHF;174825.0
2021;2892;Oberdorf;Lastenabgeltung_Nicht-Siedlungsfläche_CHF;23575.0
2021;2892;Oberdorf;Lastenabgeltung_Total_CHF;385975.0
2021;2892;Oberdorf;Finanzierung_Ausgleichsfonds_CHF;0.0
2021;2892;Oberdorf;Solidaritätsbeitrag_Auszahlung_CHF;164118.0
2021;2892;Oberdorf;Solidaritätsbeitrag_Finanzierung_CHF;24590.0
2021;2892;Oberdorf;Kompensation_vergangene_Aufgabenverschiebung_CHF;63729.0
2021;2892;Oberdorf;Kompensationsleistung_Sechste_Primar_CHF;313717.0
2021;2892;Oberdorf;Kompensationsleistung_Ergänzungsleistungen_CHF;146660.0
2021;2892;Oberdorf;Gemeindeanteil_Ergänzungsleistungen_CHF;372789.0
2021;2892;Oberdorf;Gemeindeanteil_Spitalbeschulung_CHF;1369.0
2021;2892;Oberdorf;Gemeindeanteil_Schulleiterkonferenz_CHF;394.0
2021;2892;Oberdorf;Gemeindeanteil_E-Umzug_CHF;534.0
2021;2892;Oberdorf;Nettobelastung_CHF;0.0
2021;2892;Oberdorf;Nettogutschrift_CHF;2637273.0
2021;2892;Oberdorf;Mittlere_Wohnbevölkerung_Vorjahr;2459.0
2021;2892;Oberdorf;Steuerertrag_Natürliche_Personen_Vorjahr_CHF;4425890.75
2021;2892;Oberdorf;Steuerertrag_Juristische_Personen_Ertrag_Vorjahr_CHF;454536.55
2021;2892;Oberdorf;Steuerertrag_Juristische_Personen_Kapital_Vorjahr_CHF;7527.0
2021;2892;Oberdorf;Steuerkraft_Total_CHF;4156265.34902077
2021;2892;Oberdorf;Steuerkraft_pro_Einwohner_CHF;1690.22584344074
2021;2892;Oberdorf;Ressourcenausgleich_Empfängergemeinden_vor_Kürzung_CHF;2360085.0
2021;2892;Oberdorf;Kürzung_infolge_maximaler_Abschöpfungssatz_CHF;269877.0
2021;2893;Reigoldswil;Ressourcenausgleich_Gebergemeinden_CHF;0.0
2021;2893;Reigoldswil;Ressourcenausgleich_Empfängergemeinden_CHF;1755639.0
2021;2893;Reigoldswil;Lastenabgeltung_Bildung_Schülerzahl_CHF;0.0
2021;2893;Reigoldswil;Lastenabgeltung_Bildung_Weite_CHF;106367.0
2021;2893;Reigoldswil;Lastenabgeltung_Sozialhilfe_CHF;0.0
2021;2893;Reigoldswil;Lastenabgeltung_Nicht-Siedlungsfläche_CHF;74110.0
2021;2893;Reigoldswil;Lastenabgeltung_Total_CHF;180477.0
2021;2893;Reigoldswil;Finanzierung_Ausgleichsfonds_CHF;0.0
2021;2893;Reigoldswil;Solidaritätsbeitrag_Auszahlung_CHF;0.0
2021;2893;Reigoldswil;Solidaritätsbeitrag_Finanzierung_CHF;15820.0
2021;2893;Reigoldswil;Kompensation_vergangene_Aufgabenverschiebung_CHF;41000.0
